contract,category,text,answer_start
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Exclusivity,"CytoDyn hereby grants to Vyera, and Vyera hereby accepts, an exclusive royalty-bearing license (or sublicense, as the case may be), under the CytoDyn Patents, the CytoDyn Know-How and the Inventions (if any) solely to Commercialize, use, have used, offer for sale and sell Licensed Products in the Field in the Territory.",36982.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Exclusivity,"Without limiting the foregoing, Vyera shall have the exclusive right and responsibility throughout the Territory for the following: (a) receiving and accepting orders for the Licensed Product from customers; (b) distributing the Licensed Product to customers; (c) controlling invoicing and collection of accounts receivable for Licensed Product sales; (d) recording Licensed Product sales in its books of account for sales (in accordance with Vyera's accounting standards consistently applied (currently GAAP)); (e) subject to Section 5.5, determining pricing for the Licensed Product and all aspects of the promotion (including promotional materials) to be used in Commercializing Licensed Products; (f) negotiating with Third Parties, including without limitation, payors, pharmacy benefit managers and distributors, with respect to sales and distribution of Licensed Product; and (g) paying all rebates, chargebacks and other amounts due to customers in respect of Licensed Products (it being understood that all such amounts shall be deducted in calculating Net Sales).",56074.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Exclusivity,"In the event that such assignment would be unlawful, Vyera shall, and hereby does, grant to CytoDyn an exclusive, irrevocable, worldwide, sublicensable (including through multiple tiers), transferrable (without consent) royalty free license to any and all right, title and/or interest that it may have in or to an Invention.",38696.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,No-Solicit Of Customers,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Competitive Restriction Exception,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,No-Solicit Of Employees,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Non-Disparagement,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Termination For Convenience,"(c) at any time following the second (2nd) anniversary of the First Commercial Sale of the Licensed Product, for any reason or no reason, upon one hundred eighty (180) days' written notice to CytoDyn.",115970.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Termination For Convenience,Vyera shall have the right to terminate this Agreement in its entirety:,114883.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Rofr/Rofo/Rofn,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Change Of Control,"For clarity, nothing in this Agreement shall prohibit Vyera from undergoing any Change of Control, but if Vyera undergoes a Change of Control, it will be subject to Section 2.6.",152835.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Change Of Control,"In the event that Vyera experiences a Change of Control with a Third Party that is actively engaged in the Development, Manufacture or Commercialization of a Competitive Product, then, Vyera shall either: (a) within ninety (90) days after the closing of such Change of Control, enter into a binding written agreement to sell, transfer, assign or divest all of Vyera's and/or its Affiliate's rights in and to such Competitive Product to a non-Affiliate Third Party and consummate such sale, transfer, assignment or divestiture of said rights not later than ninety (90) days following the date of the binding Agreement; or (b) within six (6) months after the closing of such Change of Control, terminate any and all Development, Manufacturing, Commercialization and/or other exploitation of such Competitive Product; or (c) terminate this Agreement in accordance with Section 11.2(c).",44017.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Change Of Control,A Change of Control shall be deemed an assignment for purposes of this Agreement.,152343.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Anti-Assignment,"CytoDyn may assign this Agreement and its rights and obligations hereunder, in whole but not in part, to any Third Party not in a materially worse (financially and otherwise) of performing CytoDyn's obligations hereunder without the prior written consent of Vyera (it being understood that any other assignment of this Agreement or any rights or obligations hereunder shall require the prior written consent of Vyera, not to be unreasonably withheld or delayed).",153013.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Anti-Assignment,"Vyera may not assign this Agreement, or any rights or obligations hereunder without the prior written consent of CytoDyn, not to be unreasonably withheld or delayed provided that Vyera may assign this Agreement without CytoDyn's consent to an Affiliate or to a successor to substantially all of the business of Vyera to which this Agreement relates.",151993.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Anti-Assignment,"Any assignment or attempted assignment by Vyera in violation of the terms of this Section 14.6 shall be null, void and of no legal effect.",152696.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Revenue/Profit Sharing,"Vyera shall pay to CytoDyn royalties equal to fifty percent (50%) of Net Sales of Licensed Products in the Territory during the Royalty Term; provided that, after the Step-Down Date, the royalty percentage will be reduced to [***] of Net Sales of Licensed Products in the Territory throughout the remaining period in the Royalty Term.",76111.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Price Restrictions,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Minimum Commitment,"(d) Upon [***] written notice, in the event Vyera fails to meet any of the Minimum Requirements and has not cured such failure, to the extent curable, within such notice period;",116983.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Minimum Commitment,CytoDyn shall have the right to terminate this Agreement in its entirety upon written notice to Vyera on the occurrence of any of the following:,116212.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Minimum Commitment,Vyera shall conduct the Commercialization activities in accordance with the Commercialization Plan and in performing such activities will ensure that it meets or exceeds the Minimum Requirements.,57884.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Volume Restriction,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Ip Ownership Assignment,"Vyera will, upon reasonable request of CytoDyn, and at CytoDyn's expense, execute or cause to be executed, any assignments, filings, applications or other documents that CytoDyn may require to evidence its rights in the Inventions.",39021.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Ip Ownership Assignment,"If Vyera acquires any rights in the Trademarks, by operation of Applicable Law, or otherwise, such rights shall be deemed and are hereby irrevocably assigned to CytoDyn without further action by either Party.",60349.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Ip Ownership Assignment,"CytoDyn will be the sole owner of all trade dress, logos, slogans, designs and copyrights specifically created by or on behalf of Vyera or used by Vyera on or in connection with the Licensed Products in the Territory.",61052.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Ip Ownership Assignment,"To the fullest extent permitted by law, Vyera shall, and hereby does, assign all of its right title and interest in and to any and all Inventions to CytoDyn",38538.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Joint Ip Ownership,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,License Grant,"Vyera shall have the exclusive right to implement, and subject to Section 5.5, final decision-making authority with respect to, Commercialization of all Licensed Products in the Field and the Territory.",55255.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,License Grant,"CytoDyn hereby grants to Vyera, and Vyera hereby accepts, an exclusive royalty-bearing license (or sublicense, as the case may be), under the CytoDyn Patents, the CytoDyn Know-How and the Inventions (if any) solely to Commercialize, use, have used, offer for sale and sell Licensed Products in the Field in the Territory.",36982.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,License Grant,Vyera shall not Commercialize nor shall it authorize the Commercialization of any Licensed Product outside of the Field or outside of the Territory.,42707.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,License Grant,"In the event that such assignment would be unlawful, Vyera shall, and hereby does, grant to CytoDyn an exclusive, irrevocable, worldwide, sublicensable (including through multiple tiers), transferrable (without consent) royalty free license to any and all right, title and/or interest that it may have in or to an Invention.",38696.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Non-Transferable License,"The licenses granted to Vyera under this Agreement shall not be transferrable and/or sublicensable without CytoDyn's written consent, which it may grant, condition or withhold in its sole discretion.",37327.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Affiliate License-Licensor,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Affiliate License-Licensee,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Unlimited/All-You-Can-Eat-License,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Irrevocable Or Perpetual License,"Following the expiration of the Royalty Term with respect to the Licensed Product, the licenses granted under Section 2.1 with respect to such Licensed Product in the Field and the Territory shall be non-exclusive, perpetual, irrevocable, fully-paid and royalty-free.",76615.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Irrevocable Or Perpetual License,"Upon the expiration of the Royalty Term, the license granted to Vyera under Section 2.1 of this Agreement shall become non-exclusive, fully-paid, royalty free, perpetual and irrevocable.",114154.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Irrevocable Or Perpetual License,"In the event that such assignment would be unlawful, Vyera shall, and hereby does, grant to CytoDyn an exclusive, irrevocable, worldwide, sublicensable (including through multiple tiers), transferrable (without consent) royalty free license to any and all right, title and/or interest that it may have in or to an Invention.",38696.0
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Source Code Escrow,,
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Post-Termination Services,"In the event of a termination by Vyera under Section 11.2, the following terms shall apply: (i) at CytoDyn's request, the Parties will negotiate in good faith a transition services agreement (the ""Transition Services Agreement""), under which Vyera will provide certain Commercialization services to CytoDyn in connection with CytoDyn efforts to Commercialize the Licensed Product in the Field in the Territory; (ii) the services to be provided by Vyera pursuant to the Transition Services Agreement (the ""Transition Services"") will be negotiated in good faith taking into account (A) the activities undertaken by Vyera in connection with the Commercialization of Licensed Product during the Term and (B) Vyera's then-existing resources and capabilities (it being understood and agreed that Vyera shall not (x) be required to hire any new employees or enter into any new agreements with Third Parties in order to provide the Transition Services or (y) terminate any employee or agreement the primary purpose of which is to circumvent its obligations to provide the Transition Services); (iii) the Transition Services Agreement will require Vyera to provide Transition Services for a period of up to six (6) months from the effective date of termination; provided that CytoDyn will have the ability to terminate Transition Services on a service-by-service basis as they are transitioned; and (iv) Transition Services will be reimbursed at Vyera's actual cost plus ten percent (10%) by CytoDyn. (v) At CytoDyn's reasonable request and subject to the terms of the applicable agreement, Vyera will use its reasonable best efforts to assign to CytoDyn any Third Party agreements that relate to the Transition Services matters solely for Licensed Product in the Territory in the Field.",124814.0
